name,t_value,p_value
pronoun,0.8813480430809613,0.37818745421560584
ppron,1.410459514559946,0.1584891868406117
i,0.9404896635879334,0.3470286341770965
we,-2.2048379975330126,0.02752756724207339
you,-2.7550798967197445,0.0058968630306707225
shehe,3.9730417827561735,0.0001306972860300603
they,3.1639737525348868,0.0020314420105138017
ipron,0.05672661807148384,0.9547660724047571
TenseM,3.927211961632144,8.752295078291206e-05
PastM,4.605160688854251,1.1575603677523096e-05
PresentM,3.1018328911699067,0.00193794389475939
FutureM,3.644953259926847,0.0002711631073985449
ProgM,2.3582426886470844,0.01841409138697726
affect,-0.714723231233936,0.4762338354807807
posemo,-0.8910918258476594,0.37293859576705024
negemo,-0.18780216287194976,0.8510421708405478
anx,1.6473170712271117,0.09957889818169181
anger,-0.8794786827744823,0.3791996354623868
sad,-0.06518196271889228,0.948032688909013
death,-6.336023577456544,3.0350249755469633e-09
preps,3.842849064559524,0.00012368181510164986
conj,1.7497246958398154,0.0802497933657103
cogmech,2.5615450901522134,0.010460569273745486
insight,3.3770805536580264,0.0007402563287267226
cause,0.12352811526706575,0.9019074847256232
discrep,0.049720376269241855,0.9604345653913597
tentat,3.0031519034531975,0.0026901026966863572
certain,1.7947925720131808,0.0727693978479623
inhib,4.573594391269907,1.3176971927462026e-05
incl,2.3409883470681567,0.019286272728159144
excl,1.2776681593092507,0.20144764539730997
bio,-1.210168878090069,0.22870674371782967
body,-2.196457460151813,0.030055228313956614
health,0.5870890358290045,0.5571801924181503
sexual,1.5468242208756056,0.12199226064335801
ingest,-3.1088676402808417,0.0023914911340703034
social,3.524692139259926,0.0006264853030283586
family,4.077852355306579,8.870169977203368e-05
friend,-0.8640776445428001,0.38760197089494863
humans,3.8755246656299107,0.00010826312266694006
percept,1.9928359550904784,0.04635369067884185
see,2.842521952113794,0.004500650304026779
hear,3.702513856282935,0.00034052613032891694
feel,0.22873271047276716,0.8190894729250973
achieve,2.173850966755773,0.029780338571280953
adverb,2.479597138494462,0.013197859882893957
assent,-0.1744772344672135,0.8618092972397701
auxverb,-0.047277892894657406,0.9623766032374568
filler,-0.7249610166252354,0.469980935848646
funct,2.4330072742284945,0.015021674762297283
home,3.0282866609912045,0.003097849116705315
Interjunction,1.6861042369923709,0.0918611195268931
leisure,2.629752907408383,0.00982585826914193
money,3.645526584717488,0.0004165595491590073
motion,4.358940409750348,1.3429297579496182e-05
MultiFun,1.329432595541371,0.18378830416405081
negate,2.014430596497232,0.04403750034622694
nonfl,-1.048657492987468,0.2944051581533585
number,1.687047242391372,0.091679646379342
PrepEnd,3.479113469685743,0.000508954587032997
quant,1.9422162703824652,0.052187689400704985
QuanUnit,5.0721599145938745,4.128893004196293e-07
relativ,5.044875297692777,4.7591476062001995e-07
relig,-1.1201129769918552,0.26273925828243705
space,5.909513902706276,3.7454564279372755e-09
SpecArt,4.8695068006494004,1.1661748778984804e-06
swear,-0.28989083240345026,0.7719162083007152
time,3.673469183266899,0.00024270957260536752
verb,2.7070726122461886,0.006819522232257194
work,4.9393583171319815,2.9992071952847004e-06
youpl,-0.9133919112258656,0.36109673691475686
