name,t_value,p_value
pronoun,9.934699087474412,1.7291013264901453e-22
ppron,7.721998319383026,2.2913622674589728e-14
i,7.263161905922337,6.383398549029545e-13
we,1.0079277215860103,0.3135288031816415
you,-3.5218343479873493,0.00044107634307523585
shehe,11.460994175357623,7.036624026474225e-29
they,8.859231859100156,2.5372279557439854e-18
ipron,11.317412234413146,1.7100483177122595e-28
TenseM,19.706174429781758,8.910991653219393e-77
PastM,17.181370799667256,2.0187931069898935e-59
PresentM,16.928579312221615,1.5461718353377539e-58
FutureM,17.87487395211833,1.5106162631898594e-64
ProgM,15.361749678432258,1.160496993343716e-49
affect,10.088779631846291,9.469460962884839e-24
posemo,13.653310829246278,8.272832630528668e-40
negemo,3.976247031651726,7.081392024002943e-05
anx,5.992855400042216,2.5691823943918804e-09
anger,6.862475419835096,1.0071812060716055e-11
sad,1.4940643517164804,0.13521008629987055
death,-0.2975247307777934,0.7660759759080693
preps,20.583550950387583,9.408231127940176e-83
conj,11.921501919089359,2.0757888651337858e-32
cogmech,14.114513356276944,1.5231401645185588e-44
insight,17.893992739983084,1.0235240118170346e-64
cause,4.498509965377258,7.2195398031028685e-06
discrep,3.5493317110766056,0.0003963763108120793
tentat,11.400021985717562,8.311112794647277e-30
certain,13.90219041379406,2.543432743005833e-41
inhib,15.872928683878381,7.957008952399633e-52
incl,15.167153631970598,4.8453059893774245e-51
excl,5.067405250230473,4.1504720442886096e-07
bio,-23.981314350597337,9.534914782460625e-120
body,-16.010838856687922,7.4844592942346905e-56
health,-22.252727431383153,1.1960630153934246e-103
sexual,3.3212585603233022,0.0009013478040793301
ingest,-22.29364905818011,4.954902285931615e-103
social,18.27302766548518,2.0995033008225845e-66
family,9.393608425329068,2.9619292037454276e-20
friend,6.582258963100478,6.947508438321548e-11
humans,14.810922928424777,6.5231165903513616e-46
percept,7.611047982346738,3.1279061736196727e-14
see,12.505502499854074,2.723688233809071e-34
hear,14.798980863450248,8.64393249221306e-46
feel,-2.4351471194819205,0.014968771086943776
achieve,17.091280535110375,3.1355318982488603e-59
adverb,11.201150181383701,7.641900855617048e-29
assent,7.168640532857254,1.1105086981456104e-12
auxverb,3.8527452548943724,0.00012101317018249901
filler,0.15337165988903448,0.878122326503221
funct,16.652542248481968,6.161455253958486e-61
home,13.048420915447627,1.5055255037443977e-36
Interjunction,12.9456179472399,7.734711215944116e-38
leisure,5.961163669051635,3.2428592162324206e-09
money,15.975226123855807,5.092927576158596e-52
motion,22.811313406393094,6.162933599090436e-98
MultiFun,11.392197816770917,9.075490132168851e-30
negate,8.812818139206986,1.565930859139839e-18
nonfl,3.2400363933341967,0.0012243820907049203
number,14.109522178762242,2.8547505683033568e-42
PrepEnd,16.81303405808159,2.4131365632189193e-58
quant,12.336093783011851,1.4792565295709702e-34
QuanUnit,24.4828764895576,1.1074489947298897e-108
relativ,24.39087938715735,2.376298198189871e-109
relig,9.730989001895365,9.450065187443847e-22
space,23.486687356841223,8.78697990938024e-102
SpecArt,20.428748719550175,4.088609958616063e-81
swear,-0.5508456058356037,0.5817595201956232
time,22.804674447249766,8.462835866207777e-98
verb,13.127110218412582,7.633304862008422e-39
work,23.48916367394091,5.509975262103234e-100
youpl,5.228206005585346,1.987234324475089e-07
