name,t_value,p_value
pronoun,-0.9712950015565116,0.33145252155368143
ppron,1.1410375077324078,0.25391377824336875
i,1.6243197154538398,0.10437617885918674
we,-0.5298513067150723,0.5962406287585974
you,0.8661937288694836,0.38642915644087095
shehe,1.009346764484571,0.3128615063834484
they,0.9243171305697485,0.35536976246549756
ipron,-3.2937374240508666,0.000996132645124922
TenseM,-0.3748246856587068,0.7078081519480433
PastM,3.164431258900539,0.0018318483994096237
PresentM,-1.7051243015778006,0.08823883633588142
FutureM,2.7957923970317844,0.005803888933979172
ProgM,-1.1769429621990026,0.23927923451124725
affect,-1.383243727365036,0.16665734818194222
posemo,-0.29450645373348866,0.768384236114426
negemo,-2.2065545172736414,0.027394481144496777
anx,0.23833078840769806,0.8116351707988182
anger,-1.9286743491455316,0.053832829419970175
sad,1.300971368491117,0.19333348863600536
death,-0.7519555189848734,0.4521163229726234
preps,-0.981191065198905,0.32655018664546254
conj,-1.1486369292140894,0.2507655122268771
cogmech,-1.53238051297836,0.12549740502857468
insight,-0.4581494255007162,0.6468667566791582
cause,-2.839396532602945,0.004539748725906704
discrep,-1.7920644231626885,0.0731884164897808
tentat,-1.3367057971310643,0.18138486700302167
certain,-0.49312412624924407,0.6219484494109341
inhib,-0.7544263982310918,0.4506318858477846
incl,-1.8073612528037732,0.07077134497166676
excl,-0.9086749046842797,0.3635694100248096
bio,-1.3007584994313106,0.19340635873196219
body,-0.5954609932719224,0.5515646905532344
health,-0.35397300023181816,0.72337535855663
sexual,0.44344723844295925,0.6574631521406247
ingest,-3.3755927402600476,0.0009369833756524644
social,3.0798011127729072,0.0024098905747562266
family,1.6099795398549683,0.10747101254038377
friend,1.8108170577981964,0.07023445628925307
humans,0.7338449746654512,0.46308066725529307
percept,-2.700869229830066,0.006941217350782937
see,-2.4907650727567163,0.013843882705962153
hear,-0.9164141872685555,0.35949778917865294
feel,-0.4367984215259545,0.6622780681320688
achieve,-0.1550267274292069,0.8768070556021021
adverb,-1.1805019665671255,0.2378617330322516
assent,-3.617393108174668,0.00030078258568169166
auxverb,-2.6292388344849127,0.00858613056189574
filler,-0.31059518091605015,0.7561224784038991
funct,-1.3835947459430813,0.16654978697835218
home,0.8531489276678974,0.3936211900970835
Interjunction,-2.340433244328955,0.019303942133819852
leisure,1.6571142130799177,0.09756465422558473
money,-0.18240326611145563,0.8552743092729613
motion,4.003785002295709,9.185053411612912e-05
MultiFun,-2.7306128288190994,0.00634578512273739
negate,-0.9616329143264978,0.3362846315392414
nonfl,-1.212098184448992,0.22553711918341943
number,0.1571713767581781,0.8751166913606224
PrepEnd,-0.007367417866518089,0.9941220240323196
quant,-0.8288298113056567,0.40724376663731365
QuanUnit,-0.5648045913269433,0.5722342547843788
relativ,3.015821783286564,0.0029592859711964387
relig,-0.25643494338953904,0.7976264886651893
space,0.2745458334244271,0.7836775283080473
SpecArt,1.2670260775426285,0.2052101786765409
swear,-0.41392313082893595,0.6789497219167986
time,4.853131105734533,2.706741306204147e-06
verb,-0.5597014167747061,0.5757103970150168
work,5.170469152976019,6.11432686566194e-07
youpl,-0.8252184875610633,0.4092903976244109
