name,t_value,p_value
pronoun,4.625665379421161,4.072468453065052e-06
ppron,3.7006730685673603,0.0002235401150053005
i,5.032015575965525,5.47762985705453e-07
we,-3.704867147126089,0.00021899065681918204
you,-8.75689241885713,4.5252750731730096e-18
shehe,9.782109945480519,8.453090779526056e-22
they,6.694334719422319,3.054014993234195e-11
ipron,5.628202159876014,1.9231655531915514e-08
TenseM,13.424926608181233,6.365631368690211e-39
PastM,14.129615944468162,3.1151089019635676e-42
PresentM,11.051790022929037,2.5066418791377605e-27
FutureM,11.670400370806757,3.406960117750729e-30
ProgM,9.918159054249806,1.4295744105285915e-22
affect,2.6360874090862256,0.008460640277019987
posemo,7.558323638499646,7.389976392087566e-14
negemo,-2.617709014247452,0.008916366560129039
anx,1.0884747888651471,0.27643953320997744
anger,2.3039530091409337,0.02126726642772171
sad,-3.551445976141372,0.00038996877345790366
death,-4.488214004739477,7.580691132992404e-06
preps,13.752900782598973,1.1561234850603356e-40
conj,4.826520761122805,1.5098352568235817e-06
cogmech,6.369846967620633,2.066914838763725e-10
insight,11.80204169921874,8.268433158408522e-31
cause,-4.506675719989841,6.912463011805971e-06
discrep,-4.94550021098044,8.257660017273208e-07
tentat,3.7566341362025577,0.0001742306801813176
certain,7.445700992893063,1.5796855982984946e-13
inhib,11.52104140197316,2.5306570792609175e-29
incl,7.488392983699572,8.232943221840079e-14
excl,-1.8780130504691588,0.0605328870637847
bio,-34.39224462138669,9.051028902893955e-230
body,-24.56000225053282,2.4479553561154144e-124
health,-30.539428285525577,1.0219293795400289e-184
sexual,-1.603643090322477,0.10885772687121008
ingest,-29.23697934529333,9.928432741283412e-171
social,13.165886694664119,2.6231158833513306e-37
family,7.721757257458935,2.3757188093430587e-14
friend,3.92539787658502,9.135610831561041e-05
humans,10.051303881283628,5.62381338786044e-23
percept,0.3376092420573876,0.7356945349840143
see,6.446160600006918,1.4553760959573256e-10
hear,11.541691753223027,1.9460038220366948e-29
feel,-8.938821846676932,7.288258394588815e-19
achieve,12.161220565190145,2.1941443398925313e-32
adverb,3.6451351935229015,0.0002700448057431278
assent,-0.9436551860908164,0.34546306687279194
auxverb,-4.88617521897281,1.113495530893927e-06
filler,-6.698413073555364,2.6892793613963407e-11
funct,9.05718010193453,1.9008616799627006e-19
home,9.568028315706044,4.6645821079316415e-21
Interjunction,5.865235423873235,4.781740283358262e-09
leisure,1.550099646593614,0.12135311025860575
money,14.273296471344976,8.716466354237034e-43
motion,16.855881008849412,2.0767513782878295e-58
MultiFun,4.283456805308209,1.875644545544072e-05
negate,1.9402613346009758,0.052405705761468364
nonfl,-0.9116417362230035,0.36200255974361806
number,9.01351778961634,6.068427099503077e-19
PrepEnd,9.803982490419578,1.7470358971866615e-22
quant,4.606662755332603,4.1964206254428575e-06
QuanUnit,19.364117581051328,1.1839477604137651e-73
relativ,17.979930722621205,2.661928019406474e-65
relig,5.2618477955413665,1.5981321266241114e-07
space,17.989031470093323,5.746700878491651e-65
SpecArt,14.82311418780417,2.2762861323801104e-46
swear,-4.764570546716852,1.9990521477235447e-06
time,16.65760669925126,4.347446783410244e-57
verb,5.288646716082648,1.2862829949551015e-07
work,20.851305585380448,1.8893814292818883e-82
youpl,4.190480029957631,2.9436281325004522e-05
